league,sc_player_id,player_name_sc,player_name_sb,sb_player_id,team_name_sc
LaLiga 2,30901,José Raúl Gutiérrez Parejo,Tachi Rodríguez,30419,Real Zaragoza
LaLiga 2,30901,José Raúl Gutiérrez Parejo,Sebas Moyano,40066,Real Zaragoza
LaLiga 2,30901,José Raúl Gutiérrez Parejo,Pau Sans,374329,Real Zaragoza
LaLiga 2,31943,Rubén Díez Adán,Samuel Obeng,30488,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,A.Bassinga,440068,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Efe Aghama,487582,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Ignacio Schor,91995,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Sergio González,547958,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Yago Cantero,141360,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Manu Sánchez,312258,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Manu Vallejo,23978,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,José Campaña,6688,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Pedro López,8567,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Redru,27011,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,José López,487579,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Kuki,47373,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Juanto,47463,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Arick Betancourt,548403,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Marc Domenech,440348,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Jamelli,47465,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Guille Vallejo,315461,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Salvi,23973,Agrupación Deportiva Ceuta FC
LaLiga 2,31943,Rubén Díez Adán,Andy,174242,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Samuel Obeng,30488,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,A.Bassinga,440068,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Efe Aghama,487582,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Ignacio Schor,91995,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Sergio González,547958,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Yago Cantero,141360,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Manu Sánchez,312258,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Manu Vallejo,23978,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,José Campaña,6688,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Pedro López,8567,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Redru,27011,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,José López,487579,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Kuki,47373,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Juanto,47463,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Arick Betancourt,548403,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Marc Domenech,440348,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Jamelli,47465,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Guille Vallejo,315461,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Salvi,23973,Agrupación Deportiva Ceuta FC
LaLiga 2,31991,José Luis Zalazar Martínez,Andy,174242,Agrupación Deportiva Ceuta FC
LaLiga 2,34485,Francisco Jesús Crespo García,Edward Edier Cedeño Guerrel,408247,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Dinko Horkaš,41670,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Nicolás Benedetti,27356,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Jeremía Alexandre Recoba Perrone,426051,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Valentín Pezzolesi,439828,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Adam Arvelo,491246,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Iñaki González,405233,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Juan Herzog,405234,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,José Antonio Caro,24920,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Viti Rozada,24077,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Estanis Pedrola,140577,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Marc Cardona,13108,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Sandro Ramírez,3508,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Ale García,134829,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Jaime Mata,11550,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Iker Bravo,149879,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Cristian Gutiérrez Vizcaíno,337248,UD Las Palmas
LaLiga 2,34485,Francisco Jesús Crespo García,Pejiño,47649,UD Las Palmas
LaLiga 2,61683,Guilherme Borges Guedes,M. Perović,448846,UD Almería
LaLiga 2,61683,Guilherme Borges Guedes,Houssam Kounia Ait Tamlihat,534653,UD Almería
LaLiga 2,61683,Guilherme Borges Guedes,André Horta,12540,UD Almería
LaLiga 2,61683,Guilherme Borges Guedes,Gui,132476,UD Almería
LaLiga 2,61683,Guilherme Borges Guedes,Serge Patrick Njoh Soko,296257,UD Almería
LaLiga 2,61683,Guilherme Borges Guedes,Rodrigo Ely,6636,UD Almería
LaLiga 2,61683,Guilherme Borges Guedes,Lázaro,49392,UD Almería
LaLiga 2,61683,Guilherme Borges Guedes,Lucas Robertone,28666,UD Almería
LaLiga 2,61683,Guilherme Borges Guedes,Chumi,41407,UD Almería
LaLiga 2,61683,Guilherme Borges Guedes,Pedro Segura,464269,UD Almería
LaLiga 2,61683,Guilherme Borges Guedes,Adri Embarba,11539,UD Almería
LaLiga 2,61683,Guilherme Borges Guedes,Aridane Hernández,24212,UD Almería
LaLiga 2,61683,Guilherme Borges Guedes,Andrés Fernández,8697,UD Almería
LaLiga 2,63346,Pedro Alejandro García Mejías,Edward Edier Cedeño Guerrel,408247,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Dinko Horkaš,41670,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Nicolás Benedetti,27356,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Jeremía Alexandre Recoba Perrone,426051,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Valentín Pezzolesi,439828,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Adam Arvelo,491246,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Iñaki González,405233,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Juan Herzog,405234,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,José Antonio Caro,24920,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Viti Rozada,24077,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Estanis Pedrola,140577,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Marc Cardona,13108,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Sandro Ramírez,3508,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Ale García,134829,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Jaime Mata,11550,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Iker Bravo,149879,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Cristian Gutiérrez Vizcaíno,337248,UD Las Palmas
LaLiga 2,63346,Pedro Alejandro García Mejías,Pejiño,47649,UD Las Palmas
LaLiga 2,63383,Alexander Petxarroman Eizaguirre,Jesús Owono,105765,FC Andorra
LaLiga 2,63383,Alexander Petxarroman Eizaguirre,Antal Yaakobishvili,417452,FC Andorra
LaLiga 2,63383,Alexander Petxarroman Eizaguirre,Áron Yaakobishvili,328395,FC Andorra
LaLiga 2,63383,Alexander Petxarroman Eizaguirre,Kevin Nicolás Ratti Fredes,173385,FC Andorra
LaLiga 2,63383,Alexander Petxarroman Eizaguirre,Edgar González,33079,FC Andorra
LaLiga 2,63383,Alexander Petxarroman Eizaguirre,Marc Cardona,13108,FC Andorra
LaLiga 2,63383,Alexander Petxarroman Eizaguirre,Álex Petxarroman,132413,FC Andorra
LaLiga 2,63383,Alexander Petxarroman Eizaguirre,Yeray Cabanzón,344404,FC Andorra
LaLiga 2,63383,Alexander Petxarroman Eizaguirre,Alejandro Calvo,386181,FC Andorra
LaLiga 2,63383,Alexander Petxarroman Eizaguirre,Aitor Uzkudun,488917,FC Andorra
LaLiga 2,63383,Alexander Petxarroman Eizaguirre,Martín Merquelanz,23212,FC Andorra
LaLiga 2,69290,Javier Fernández Abruñedo,Homam Ahmed,124900,Cultural y Deportiva Leonesa
LaLiga 2,69290,Javier Fernández Abruñedo,Daniel Paraschiv,130994,Cultural y Deportiva Leonesa
LaLiga 2,69290,Javier Fernández Abruñedo,Nemanja Radoja,6796,Cultural y Deportiva Leonesa
LaLiga 2,69290,Javier Fernández Abruñedo,Nicolás Toca,395860,Cultural y Deportiva Leonesa
LaLiga 2,69290,Javier Fernández Abruñedo,Edgar Badía,24165,Cultural y Deportiva Leonesa
LaLiga 2,69290,Javier Fernández Abruñedo,Víctor Moreno,255817,Cultural y Deportiva Leonesa
LaLiga 2,69290,Javier Fernández Abruñedo,Jordi Mboula,4778,Cultural y Deportiva Leonesa
LaLiga 2,69290,Javier Fernández Abruñedo,Guzmán Ortega,421551,Cultural y Deportiva Leonesa
LaLiga 2,69290,Javier Fernández Abruñedo,Francisco Gracia,434033,Cultural y Deportiva Leonesa
LaLiga 2,69290,Javier Fernández Abruñedo,Quique Fornos,344892,Cultural y Deportiva Leonesa
LaLiga 2,69290,Javier Fernández Abruñedo,Bicho,320251,Cultural y Deportiva Leonesa
LaLiga 2,69290,Javier Fernández Abruñedo,Eneko Satrústegui,47461,Cultural y Deportiva Leonesa
LaLiga 2,69290,Javier Fernández Abruñedo,Pelayo Rey,175050,Cultural y Deportiva Leonesa
LaLiga 2,69310,Luis Miguel Cruz Hernández,Mohamed Bouldini,132469,RC Deportivo de La Coruña
LaLiga 2,69310,Luis Miguel Cruz Hernández,Bil Dornol Nsongo Tonfack,532032,RC Deportivo de La Coruña
LaLiga 2,69310,Luis Miguel Cruz Hernández,Stoichkov,24071,RC Deportivo de La Coruña
LaLiga 2,69310,Luis Miguel Cruz Hernández,Rubén Durán,198020,RC Deportivo de La Coruña
LaLiga 2,69310,Luis Miguel Cruz Hernández,Álvaro Fernández,25598,RC Deportivo de La Coruña
LaLiga 2,69310,Luis Miguel Cruz Hernández,N.Collazo,535710,RC Deportivo de La Coruña
LaLiga 2,69310,Luis Miguel Cruz Hernández,Ximo Navarro,6923,RC Deportivo de La Coruña
LaLiga 2,69310,Luis Miguel Cruz Hernández,Cristian Herrera,24258,RC Deportivo de La Coruña
LaLiga 2,69310,Luis Miguel Cruz Hernández,Riki Rodríguez,30487,RC Deportivo de La Coruña
LaLiga 2,69310,Luis Miguel Cruz Hernández,Luismi Cruz,159795,RC Deportivo de La Coruña
LaLiga 2,69310,Luis Miguel Cruz Hernández,Germán Parreño,34456,RC Deportivo de La Coruña
LaLiga 2,69914,Dalisson De Almeida Leite,Nikolay Obolskiy,325785,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Iker Álvarez,46529,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Marcelo Stephano Timorán Paz,525976,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Theo Zidane,38751,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Adilson,325772,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Dali,143506,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Percan,325777,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Reque,396105,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Juan Alcedo,167448,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Carlos Marín,37892,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Jan Salas,440917,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Álex Sala,152790,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Trilli,172514,Cordoba CF
LaLiga 2,69914,Dalisson De Almeida Leite,Alberto Del Moral,75582,Cordoba CF
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Jawad El Yamiq,7459,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Samed Baždar,122701,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Nikola Čumić,27747,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,William Agada,135811,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Sinan Bakış,8635,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Adrián Rodríguez,36958,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Esteban Andrada,27847,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Hugo Pinilla,477824,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Hugo Barrachina Diloy,424241,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Ale Gomes,531512,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Lucas Terrer,426480,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Raúl Guti,24517,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Ager Aketxe,6845,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Tachi Rodríguez,30419,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Sebas Moyano,40066,Real Zaragoza
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Pau Sans,374329,Real Zaragoza
LaLiga 2,97323,Javier Moreno Arrones Gil,Samuel Obeng,30488,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Alberto Morientes Palencia,458798,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Javu Moreno,178580,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Raúl Lizoáin,7905,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,San Bartolomé,42280,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Lluís López,22919,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Agus Medina,29970,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Capi,396541,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Riki Rodríguez,30487,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Higinio Marín,24482,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Antonio Puertas,24126,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Álex Meléndez,174232,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Pepe Sánchez,51824,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Daniel Bernabéu García,458787,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Joaquín Domingo,458786,Albacete Balompie
LaLiga 2,97323,Javier Moreno Arrones Gil,Diego Mariño,23843,Albacete Balompie
LaLiga 2,183562,Gonzalo Aguilar López,Duk,39482,CD Leganés
LaLiga 2,183562,Gonzalo Aguilar López,Saïd Imigene,471440,CD Leganés
LaLiga 2,183562,Gonzalo Aguilar López,Gueye,531298,CD Leganés
LaLiga 2,183562,Gonzalo Aguilar López,Benjamin Pauwels,405626,CD Leganés
LaLiga 2,183562,Gonzalo Aguilar López,Juan Soriano,23921,CD Leganés
LaLiga 2,183562,Gonzalo Aguilar López,Andrés Campos Bautista,407929,CD Leganés
LaLiga 2,183562,Gonzalo Aguilar López,Carlos Guirao,440180,CD Leganés
LaLiga 2,183562,Gonzalo Aguilar López,Lalo,298749,CD Leganés
LaLiga 2,183562,Gonzalo Aguilar López,Roberto López,22801,CD Leganés
LaLiga 2,184356,Malcom Abdulai Ares Djaló,Aritz Aranbarri,41806,SD Eibar
LaLiga 2,184356,Malcom Abdulai Ares Djaló,Hugo García,488336,SD Eibar
LaLiga 2,184356,Malcom Abdulai Ares Djaló,Toni Suárez,11291,SD Eibar
LaLiga 2,184356,Malcom Abdulai Ares Djaló,Juan Bernat,15651,SD Eibar
LaLiga 2,184356,Malcom Abdulai Ares Djaló,Javi Martínez,40114,SD Eibar
LaLiga 2,184356,Malcom Abdulai Ares Djaló,Hodei Arrillaga Elezgarai,378601,SD Eibar
LaLiga 2,184356,Malcom Abdulai Ares Djaló,Jon Mikel,92137,SD Eibar
LaLiga 2,184356,Malcom Abdulai Ares Djaló,Adu Ares,298831,SD Eibar
LaLiga 2,531584,Álvaro Pérez Campo,Nikolay Obolskiy,325785,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Iker Álvarez,46529,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Marcelo Stephano Timorán Paz,525976,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Theo Zidane,38751,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Adilson,325772,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Dali,143506,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Percan,325777,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Reque,396105,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Juan Alcedo,167448,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Carlos Marín,37892,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Jan Salas,440917,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Álex Sala,152790,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Trilli,172514,Cordoba CF
LaLiga 2,531584,Álvaro Pérez Campo,Alberto Del Moral,75582,Cordoba CF
LaLiga 2,531718,Iñigo Sebastián Magaña,Michael Agbekpornu,402583,Sociedad Deportiva Huesca
LaLiga 2,531718,Iñigo Sebastián Magaña,Samuel Ntamack Ndimba,364821,Sociedad Deportiva Huesca
LaLiga 2,531718,Iñigo Sebastián Magaña,Efe Aghama,487582,Sociedad Deportiva Huesca
LaLiga 2,531718,Iñigo Sebastián Magaña,Willy Tomás Chatiliez,447951,Sociedad Deportiva Huesca
LaLiga 2,531718,Iñigo Sebastián Magaña,Manu Rico,145047,Sociedad Deportiva Huesca
LaLiga 2,531718,Iñigo Sebastián Magaña,Hugo Pérez,114273,Sociedad Deportiva Huesca
LaLiga 2,531718,Iñigo Sebastián Magaña,Dani Jiménez,23795,Sociedad Deportiva Huesca
LaLiga 2,531718,Iñigo Sebastián Magaña,Diego Aznar,393389,Sociedad Deportiva Huesca
LaLiga 2,531718,Iñigo Sebastián Magaña,Jordi,39290,Sociedad Deportiva Huesca
LaLiga 2,531718,Iñigo Sebastián Magaña,Joaquín Fernández,22020,Sociedad Deportiva Huesca
LaLiga 2,531718,Iñigo Sebastián Magaña,Cantero,114272,Sociedad Deportiva Huesca
LaLiga 2,531718,Iñigo Sebastián Magaña,Javi Mier,33671,Sociedad Deportiva Huesca
LaLiga 2,531718,Iñigo Sebastián Magaña,Piña,76345,Sociedad Deportiva Huesca
LaLiga 2,533047,Carlos Redruello Nimo,Samuel Obeng,30488,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,A.Bassinga,440068,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Efe Aghama,487582,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Ignacio Schor,91995,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Sergio González,547958,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Yago Cantero,141360,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Manu Sánchez,312258,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Manu Vallejo,23978,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,José Campaña,6688,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Pedro López,8567,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Redru,27011,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,José López,487579,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Kuki,47373,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Juanto,47463,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Arick Betancourt,548403,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Marc Domenech,440348,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Jamelli,47465,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Guille Vallejo,315461,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Salvi,23973,Agrupación Deportiva Ceuta FC
LaLiga 2,533047,Carlos Redruello Nimo,Andy,174242,Agrupación Deportiva Ceuta FC
LaLiga 2,666473,Daniel Requena Sánchez,Nikolay Obolskiy,325785,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Iker Álvarez,46529,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Marcelo Stephano Timorán Paz,525976,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Theo Zidane,38751,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Adilson,325772,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Dali,143506,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Percan,325777,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Reque,396105,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Juan Alcedo,167448,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Carlos Marín,37892,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Jan Salas,440917,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Álex Sala,152790,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Trilli,172514,Cordoba CF
LaLiga 2,666473,Daniel Requena Sánchez,Alberto Del Moral,75582,Cordoba CF
LaLiga 2,759034,Iván San José Cantalejo,Mohamed Jaouab,404556,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Vegard Østraat Erlien,32000,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Tamás Nikitscher,431940,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Noah Ohio,80624,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Clément Michelin,4415,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Ibrahim Alani,476247,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Guilherme Sousa Carvalho Fernandes,347958,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,L.Sanseviero Pérez,428406,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Maranhão,31235,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Adrián Arnuncio,420312,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Javier Sánchez,21225,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Chuky San José,409104,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Mario Maroto,395586,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Jorge Delgado,487580,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Álvaro Aceves,296955,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Mario Dominguez Carriles,532716,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Xavier Moreno Hernández,318159,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Carlos Clerc,23948,Real Valladolid
LaLiga 2,759034,Iván San José Cantalejo,Trilli,172514,Real Valladolid
LaLiga 2,860346,Adrián Hernández Hernández,Igor Nikić,434250,CD Mirandes
LaLiga 2,860346,Adrián Hernández Hernández,Diego Sia,344709,CD Mirandes
LaLiga 2,860346,Adrián Hernández Hernández,Unax del Cura Urra,450622,CD Mirandes
LaLiga 2,860346,Adrián Hernández Hernández,Pica,440051,CD Mirandes
LaLiga 2,860346,Adrián Hernández Hernández,Siren Diao,312416,CD Mirandes
LaLiga 2,860346,Adrián Hernández Hernández,Etienne Eto’o Pineda,420489,CD Mirandes
LaLiga 2,860346,Adrián Hernández Hernández,Pablo López,416368,CD Mirandes
LaLiga 2,860346,Adrián Hernández Hernández,Juanpa,171574,CD Mirandes
LaLiga 2,861974,Carlos Ruiz Rubio,Aarón Ochoa,419845,Málaga CF
LaLiga 2,861974,Carlos Ruiz Rubio,Haitam Abaida,72913,Málaga CF
LaLiga 2,861974,Carlos Ruiz Rubio,Darko Brašanac,6604,Málaga CF
LaLiga 2,861974,Carlos Ruiz Rubio,Luismi Sánchez,34323,Málaga CF
LaLiga 2,861974,Carlos Ruiz Rubio,Gabilondo,139371,Málaga CF
LaLiga 2,861974,Carlos Ruiz Rubio,Chupe,440429,Málaga CF
LaLiga 2,861974,Carlos Ruiz Rubio,Alfonso Herrero,25058,Málaga CF
LaLiga 2,861974,Carlos Ruiz Rubio,Álex  Pastor,173382,Málaga CF
LaLiga 2,861974,Carlos Ruiz Rubio,Josué Dorrio,41406,Málaga CF
LaLiga 2,1019368,Sergio Martínez,Clément Michelin,4415,Racing Santander
LaLiga 2,1019368,Sergio Martínez,Plamen Plamenov Andreev,398940,Racing Santander
LaLiga 2,1019368,Sergio Martínez,Jaime Mata,11550,Racing Santander
LaLiga 2,1019368,Sergio Martínez,Jokin Ezkieta,35404,Racing Santander
LaLiga 2,1019368,Sergio Martínez,Yeray Cabanzón,344404,Racing Santander
LaLiga 2,1019368,Sergio Martínez,Arana,185955,Racing Santander
